State,State FIPS,County FIPS,IECC Climate Zone,IECC Moisture Regime,BA Climate Zone,County Name
IA,19,051,5,A,Cold,Davis
IA,19,053,5,A,Cold,Decatur
IA,19,055,6,A,Cold,Delaware
IA,19,057,5,A,Cold,Des Moines
IA,19,059,6,A,Cold,Dickinson
IA,19,061,5,A,Cold,Dubuque
IA,19,063,6,A,Cold,Emmet
IA,19,065,6,A,Cold,Fayette
IA,19,067,6,A,Cold,Floyd
IA,19,069,6,A,Cold,Franklin
IA,19,071,5,A,Cold,Fremont
IA,19,073,5,A,Cold,Greene
IA,19,075,6,A,Cold,Grundy
IA,19,077,5,A,Cold,Guthrie
IA,19,079,6,A,Cold,Hamilton
IA,19,081,6,A,Cold,Hancock
IA,19,083,6,A,Cold,Hardin
IA,19,085,5,A,Cold,Harrison
IA,19,087,5,A,Cold,Henry
IA,19,089,6,A,Cold,Howard
IA,19,091,6,A,Cold,Humboldt
IA,19,093,6,A,Cold,Ida
IA,19,095,5,A,Cold,Iowa
IA,19,097,5,A,Cold,Jackson
IA,19,099,5,A,Cold,Jasper
IA,19,101,5,A,Cold,Jefferson
IA,19,103,5,A,Cold,Johnson
IA,19,105,5,A,Cold,Jones
IA,19,107,5,A,Cold,Keokuk
IA,19,109,6,A,Cold,Kossuth
IA,19,111,5,A,Cold,Lee
IA,19,113,5,A,Cold,Linn
IA,19,115,5,A,Cold,Louisa
IA,19,117,5,A,Cold,Lucas
IA,19,119,6,A,Cold,Lyon
IA,19,121,5,A,Cold,Madison
IA,19,123,5,A,Cold,Mahaska
IA,19,125,5,A,Cold,Marion
IA,19,127,5,A,Cold,Marshall
IA,19,129,5,A,Cold,Mills
IA,19,131,6,A,Cold,Mitchell
IA,19,133,5,A,Cold,Monona
IA,19,135,5,A,Cold,Monroe
IA,19,137,5,A,Cold,Montgomery
IA,19,139,5,A,Cold,Muscatine
IA,19,141,6,A,Cold,O'Brien
IA,19,143,6,A,Cold,Osceola
IA,19,145,5,A,Cold,Page
IA,19,147,6,A,Cold,Palo Alto
IA,19,149,6,A,Cold,Plymouth
IA,19,151,6,A,Cold,Pocahontas
IA,19,153,5,A,Cold,Polk County
IA,19,155,5,A,Cold,Pottawattamie
IA,19,157,5,A,Cold,Poweshiek
IA,19,159,5,A,Cold,Ringgold
IA,19,161,6,A,Cold,Sac
IA,19,163,5,A,Cold,Scott
IA,19,165,5,A,Cold,Shelby
IA,19,167,6,A,Cold,Sioux
IA,19,169,5,A,Cold,Story
IA,19,171,5,A,Cold,Tama
IA,19,173,5,A,Cold,Taylor
IA,19,175,5,A,Cold,Union
IA,19,177,5,A,Cold,Van Buren
IA,19,179,5,A,Cold,Wapello
IA,19,181,5,A,Cold,Warren
IA,19,183,5,A,Cold,Washington
IA,19,185,5,A,Cold,Wayne
IA,19,187,6,A,Cold,Webster
IA,19,189,6,A,Cold,Winnebago
IA,19,191,6,A,Cold,Winneshiek
IA,19,193,5,A,Cold,Woodbury
IA,19,195,6,A,Cold,Worth
IA,19,197,6,A,Cold,Wright
ID,16,001,5,B,Cold,Ada
ID,16,003,6,B,Cold,Adams
ID,16,005,6,B,Cold,Bannock
ID,16,007,6,B,Cold,Bear Lake
ID,16,009,5,B,Cold,Benewah
ID,16,011,6,B,Cold,Bingham
ID,16,013,6,B,Cold,Blaine
ID,16,015,6,B,Cold,Boise
ID,16,017,6,B,Cold,Bonner
ID,16,019,6,B,Cold,Bonneville
ID,16,021,6,B,Cold,Boundary
ID,16,023,6,B,Cold,Butte
ID,16,025,6,B,Cold,Camas
ID,16,027,5,B,Cold,Canyon
ID,16,029,6,B,Cold,Caribou
ID,16,031,5,B,Cold,Cassia
ID,16,033,6,B,Cold,Clark
ID,16,035,5,B,Cold,Clearwater
ID,16,037,6,B,Cold,Custer
ID,16,039,5,B,Cold,Elmore
ID,16,041,6,B,Cold,Franklin
ID,16,043,6,B,Cold,Fremont
ID,16,045,5,B,Cold,Gem
ID,16,047,5,B,Cold,Gooding
ID,16,049,5,B,Cold,Idaho
ID,16,051,6,B,Cold,Jefferson
ID,16,053,5,B,Cold,Jerome
ID,16,055,5,B,Cold,Kootenai
ID,16,057,5,B,Cold,Latah
ID,16,059,6,B,Cold,Lemhi
ID,16,061,5,B,Cold,Lewis
ID,16,063,5,B,Cold,Lincoln
ID,16,065,6,B,Cold,Madison
ID,16,067,5,B,Cold,Minidoka
ID,16,069,5,B,Cold,Nez Perce
ID,16,071,6,B,Cold,Oneida
ID,16,073,5,B,Cold,Owyhee
ID,16,075,5,B,Cold,Payette
ID,16,077,5,B,Cold,Power
ID,16,079,5,B,Cold,Shoshone
ID,16,081,6,B,Cold,Teton
ID,16,083,5,B,Cold,Twin Falls
ID,16,085,6,B,Cold,Valley
ID,16,087,5,B,Cold,Washington
IL,17,001,5,A,Cold,Adams
IL,17,003,4,A,Mixed-Humid,Alexander
IL,17,005,4,A,Mixed-Humid,Bond
IL,17,007,5,A,Cold,Boone
IL,17,009,5,A,Cold,Brown
IL,17,011,5,A,Cold,Bureau
IL,17,013,5,A,Cold,Calhoun
IL,17,015,5,A,Cold,Carroll
IL,17,017,5,A,Cold,Cass
IL,17,019,5,A,Cold,Champaign
IL,17,021,4,A,Mixed-Humid,Christian
IL,17,023,5,A,Cold,Clark
IL,17,025,4,A,Mixed-Humid,Clay
IL,17,027,4,A,Mixed-Humid,Clinton
IL,17,029,5,A,Cold,Coles
IL,17,031,5,A,Cold,Cook
IL,17,033,4,A,Mixed-Humid,Crawford
IL,17,035,5,A,Cold,Cumberland
IL,17,037,5,A,Cold,DeKalb
IL,17,039,5,A,Cold,DeWitt
IL,17,041,5,A,Cold,Douglas
IL,17,043,5,A,Cold,DuPage
IL,17,045,5,A,Cold,Edgar
IL,17,047,4,A,Mixed-Humid,Edwards
IL,17,049,4,A,Mixed-Humid,Effingham
IL,17,051,4,A,Mixed-Humid,Fayette
IL,17,053,5,A,Cold,Ford
IL,17,055,4,A,Mixed-Humid,Franklin
IL,17,057,5,A,Cold,Fulton
IL,17,059,4,A,Mixed-Humid,Gallatin
IL,17,061,5,A,Cold,Greene
IL,17,063,5,A,Cold,Grundy
IL,17,065,4,A,Mixed-Humid,Hamilton
IL,17,067,5,A,Cold,Hancock
IL,17,069,4,A,Mixed-Humid,Hardin
IL,17,071,5,A,Cold,Henderson
IL,17,073,5,A,Cold,Henry
IL,17,075,5,A,Cold,Iroquois
IL,17,077,4,A,Mixed-Humid,Jackson
IL,17,079,4,A,Mixed-Humid,Jasper
IL,17,081,4,A,Mixed-Humid,Jefferson
IL,17,083,5,A,Cold,Jersey
IL,17,085,5,A,Cold,Jo Daviess
IL,17,087,4,A,Mixed-Humid,Johnson
IL,17,089,5,A,Cold,Kane
IL,17,091,5,A,Cold,Kankakee
IL,17,093,5,A,Cold,Kendall
IL,17,095,5,A,Cold,Knox
IL,17,097,5,A,Cold,Lake
IL,17,099,5,A,Cold,LaSalle
IL,17,101,4,A,Mixed-Humid,Lawrence
IL,17,103,5,A,Cold,Lee
IL,17,105,5,A,Cold,Livingston
IL,17,107,5,A,Cold,Logan
IL,17,115,5,A,Cold,Macon
IL,17,117,4,A,Mixed-Humid,Macoupin
IL,17,119,4,A,Mixed-Humid,Madison
IL,17,121,4,A,Mixed-Humid,Marion
IL,17,123,5,A,Cold,Marshall
IL,17,125,5,A,Cold,Mason
IL,17,127,4,A,Mixed-Humid,Massac
IL,17,109,5,A,Cold,McDonough
IL,17,111,5,A,Cold,McHenry
IL,17,113,5,A,Cold,McLean
IL,17,129,5,A,Cold,Menard
IL,17,131,5,A,Cold,Mercer
IL,17,133,4,A,Mixed-Humid,Monroe
IL,17,135,4,A,Mixed-Humid,Montgomery
IL,17,137,5,A,Cold,Morgan
IL,17,139,5,A,Cold,Moultrie
IL,17,141,5,A,Cold,Ogle
IL,17,143,5,A,Cold,Peoria
IL,17,145,4,A,Mixed-Humid,Perry
IL,17,147,5,A,Cold,Piatt
IL,17,149,5,A,Cold,Pike
IL,17,151,4,A,Mixed-Humid,Pope
IL,17,153,4,A,Mixed-Humid,Pulaski
IL,17,155,5,A,Cold,Putnam
IL,17,157,4,A,Mixed-Humid,Randolph
IL,17,159,4,A,Mixed-Humid,Richland
IL,17,161,5,A,Cold,Rock Island
IL,17,165,4,A,Mixed-Humid,Saline
IL,17,167,5,A,Cold,Sangamon
IL,17,169,5,A,Cold,Schuyler
IL,17,171,5,A,Cold,Scott
IL,17,173,4,A,Mixed-Humid,Shelby
IL,17,163,4,A,Mixed-Humid,St. Clair
IL,17,175,5,A,Cold,Stark
IL,17,177,5,A,Cold,Stephenson
IL,17,179,5,A,Cold,Tazewell
IL,17,181,4,A,Mixed-Humid,Union
IL,17,183,5,A,Cold,Vermilion
IL,17,185,4,A,Mixed-Humid,Wabash
IL,17,187,5,A,Cold,Warren
IL,17,189,4,A,Mixed-Humid,Washington
IL,17,191,4,A,Mixed-Humid,Wayne
IL,17,193,4,A,Mixed-Humid,White
IL,17,195,5,A,Cold,Whiteside
IL,17,197,5,A,Cold,Will
IL,17,199,4,A,Mixed-Humid,Williamson
IL,17,201,5,A,Cold,Winnebago
IL,17,203,5,A,Cold,Woodford
IN,18,001,5,A,Cold,Adams
IN,18,003,5,A,Cold,Allen
IN,18,005,5,A,Cold,Bartholomew
IN,18,007,5,A,Cold,Benton
IN,18,009,5,A,Cold,Blackford
IN,18,011,5,A,Cold,Boone
IN,18,013,4,A,Mixed-Humid,Brown
IN,18,015,5,A,Cold,Carroll
IN,18,017,5,A,Cold,Cass
IN,18,019,4,A,Mixed-Humid,Clark
IN,18,021,5,A,Cold,Clay
IN,18,023,5,A,Cold,Clinton
IN,18,025,4,A,Mixed-Humid,Crawford
IN,18,027,4,A,Mixed-Humid,Daviess
IN,18,029,4,A,Mixed-Humid,Dearborn
IN,18,031,5,A,Cold,Decatur
IN,18,033,5,A,Cold,DeKalb
IN,18,035,5,A,Cold,Delaware
IN,18,037,4,A,Mixed-Humid,Dubois
IN,18,039,5,A,Cold,Elkhart
IN,18,041,5,A,Cold,Fayette
IN,18,043,4,A,Mixed-Humid,Floyd
IN,18,045,5,A,Cold,Fountain
IN,18,047,5,A,Cold,Franklin
IN,18,049,5,A,Cold,Fulton
IN,18,051,4,A,Mixed-Humid,Gibson
IN,18,053,5,A,Cold,Grant
IN,18,055,4,A,Mixed-Humid,Greene
IN,18,057,5,A,Cold,Hamilton
IN,18,059,5,A,Cold,Hancock
IN,18,061,4,A,Mixed-Humid,Harrison
IN,18,063,5,A,Cold,Hendricks
IN,18,065,5,A,Cold,Henry
IN,18,067,5,A,Cold,Howard
IN,18,069,5,A,Cold,Huntington
IN,18,071,4,A,Mixed-Humid,Jackson
IN,18,073,5,A,Cold,Jasper
IN,18,075,5,A,Cold,Jay
IN,18,077,4,A,Mixed-Humid,Jefferson
IN,18,079,4,A,Mixed-Humid,Jennings
IN,18,081,5,A,Cold,Johnson
IN,18,083,4,A,Mixed-Humid,Knox
IN,18,085,5,A,Cold,Kosciusko
IN,18,087,5,A,Cold,LaGrange
IN,18,089,5,A,Cold,Lake
IN,18,091,5,A,Cold,LaPorte
IN,18,093,4,A,Mixed-Humid,Lawrence
IN,18,095,5,A,Cold,Madison
IN,18,097,5,A,Cold,Marion
IN,18,099,5,A,Cold,Marshall
IN,18,101,4,A,Mixed-Humid,Martin
IN,18,103,5,A,Cold,Miami
IN,18,105,4,A,Mixed-Humid,Monroe
IN,18,107,5,A,Cold,Montgomery
IN,18,109,5,A,Cold,Morgan
IN,18,111,5,A,Cold,Newton
IN,18,113,5,A,Cold,Noble
IN,18,115,4,A,Mixed-Humid,Ohio
IN,18,117,4,A,Mixed-Humid,Orange
IN,18,119,5,A,Cold,Owen
IN,18,121,5,A,Cold,Parke
IN,18,123,4,A,Mixed-Humid,Perry
IN,18,125,4,A,Mixed-Humid,Pike
IN,18,127,5,A,Cold,Porter
IN,18,129,4,A,Mixed-Humid,Posey
IN,18,131,5,A,Cold,Pulaski
IN,18,133,5,A,Cold,Putnam
IN,18,135,5,A,Cold,Randolph
IN,18,137,4,A,Mixed-Humid,Ripley
IN,18,139,5,A,Cold,Rush
IN,18,143,4,A,Mixed-Humid,Scott
IN,18,145,5,A,Cold,Shelby
IN,18,147,4,A,Mixed-Humid,Spencer
IN,18,141,5,A,Cold,St. Joseph
IN,18,149,5,A,Cold,Starke
IN,18,151,5,A,Cold,Steuben
IN,18,153,4,A,Mixed-Humid,Sullivan
IN,18,155,4,A,Mixed-Humid,Switzerland
IN,18,157,5,A,Cold,Tippecanoe
IN,18,159,5,A,Cold,Tipton
IN,18,161,5,A,Cold,Union
IN,18,163,4,A,Mixed-Humid,Vanderburgh
IN,18,165,5,A,Cold,Vermillion
IN,18,167,5,A,Cold,Vigo
IN,18,169,5,A,Cold,Wabash
IN,18,171,5,A,Cold,Warren
IN,18,173,4,A,Mixed-Humid,Warrick
IN,18,175,4,A,Mixed-Humid,Washington
IN,18,177,5,A,Cold,Wayne
IN,18,179,5,A,Cold,Wells
IN,18,181,5,A,Cold,White
IN,18,183,5,A,Cold,Whitley
KS,20,001,4,A,Mixed-Humid,Allen
KS,20,003,4,A,Mixed-Humid,Anderson
KS,20,005,4,A,Mixed-Humid,Atchison
KS,20,007,4,A,Mixed-Humid,Barber
KS,20,009,4,A,Mixed-Humid,Barton
KS,20,011,4,A,Mixed-Humid,Bourbon
KS,20,013,4,A,Mixed-Humid,Brown
KS,20,015,4,A,Mixed-Humid,Butler
KS,20,017,4,A,Mixed-Humid,Chase
KS,20,019,4,A,Mixed-Humid,Chautauqua
KS,20,021,4,A,Mixed-Humid,Cherokee
KS,20,023,5,A,Cold,Cheyenne
KS,20,025,4,A,Mixed-Humid,Clark
KS,20,027,4,A,Mixed-Humid,Clay
KS,20,029,5,A,Cold,Cloud
KS,20,031,4,A,Mixed-Humid,Coffey
KS,20,033,4,A,Mixed-Humid,Comanche
KS,20,035,4,A,Mixed-Humid,Cowley
KS,20,037,4,A,Mixed-Humid,Crawford
KS,20,039,5,A,Cold,Decatur
KS,20,041,4,A,Mixed-Humid,Dickinson
KS,20,043,4,A,Mixed-Humid,Doniphan
KS,20,045,4,A,Mixed-Humid,Douglas
KS,20,047,4,A,Mixed-Humid,Edwards
KS,20,049,4,A,Mixed-Humid,Elk
KS,20,051,5,A,Cold,Ellis
KS,20,053,4,A,Mixed-Humid,Ellsworth
KS,20,055,4,A,Mixed-Humid,Finney
KS,20,057,4,A,Mixed-Humid,Ford
KS,20,059,4,A,Mixed-Humid,Franklin
KS,20,061,4,A,Mixed-Humid,Geary
KS,20,063,5,A,Cold,Gove
KS,20,065,5,A,Cold,Graham
KS,20,067,4,A,Mixed-Humid,Grant
KS,20,069,4,A,Mixed-Humid,Gray
KS,20,071,5,A,Cold,Greeley
KS,20,073,4,A,Mixed-Humid,Greenwood
KS,20,075,5,A,Cold,Hamilton
KS,20,077,4,A,Mixed-Humid,Harper
KS,20,079,4,A,Mixed-Humid,Harvey
KS,20,081,4,A,Mixed-Humid,Haskell
KS,20,083,4,A,Mixed-Humid,Hodgeman
KS,20,085,4,A,Mixed-Humid,Jackson
KS,20,087,4,A,Mixed-Humid,Jefferson
KS,20,089,5,A,Cold,Jewell
KS,20,091,4,A,Mixed-Humid,Johnson
KS,20,093,4,A,Mixed-Humid,Kearny
KS,20,095,4,A,Mixed-Humid,Kingman
KS,20,097,4,A,Mixed-Humid,Kiowa
KS,20,099,4,A,Mixed-Humid,Labette
KS,20,101,5,A,Cold,Lane
KS,20,103,4,A,Mixed-Humid,Leavenworth
KS,20,105,4,A,Mixed-Humid,Lincoln
KS,20,107,4,A,Mixed-Humid,Linn
KS,20,109,5,A,Cold,Logan
KS,20,111,4,A,Mixed-Humid,Lyon
KS,20,113,4,A,Mixed-Humid,McPherson
KS,20,115,4,A,Mixed-Humid,Marion
KS,20,117,4,A,Mixed-Humid,Marshall
KS,20,119,4,A,Mixed-Humid,Meade
KS,20,121,4,A,Mixed-Humid,Miami
KS,20,123,5,A,Cold,Mitchell
KS,20,125,4,A,Mixed-Humid,Montgomery
KS,20,127,4,A,Mixed-Humid,Morris
KS,20,129,4,A,Mixed-Humid,Morton
KS,20,131,4,A,Mixed-Humid,Nemaha
KS,20,133,4,A,Mixed-Humid,Neosho
KS,20,135,5,A,Cold,Ness
KS,20,137,5,A,Cold,Norton
KS,20,139,4,A,Mixed-Humid,Osage
KS,20,141,5,A,Cold,Osborne
KS,20,143,4,A,Mixed-Humid,Ottawa
KS,20,145,4,A,Mixed-Humid,Pawnee
KS,20,147,5,A,Cold,Phillips
KS,20,149,4,A,Mixed-Humid,Pottawatomie
KS,20,151,4,A,Mixed-Humid,Pratt
KS,20,153,5,A,Cold,Rawlins
KS,20,155,4,A,Mixed-Humid,Reno
KS,20,157,5,A,Cold,Republic
KS,20,159,4,A,Mixed-Humid,Rice
KS,20,161,4,A,Mixed-Humid,Riley
KS,20,163,5,A,Cold,Rooks
KS,20,165,4,A,Mixed-Humid,Rush
KS,20,167,4,A,Mixed-Humid,Russell
KS,20,169,4,A,Mixed-Humid,Saline
KS,20,171,5,A,Cold,Scott
KS,20,173,4,A,Mixed-Humid,Sedgwick
KS,20,175,4,A,Mixed-Humid,Seward
KS,20,177,4,A,Mixed-Humid,Shawnee
KS,20,179,5,A,Cold,Sheridan
KS,20,181,5,A,Cold,Sherman
KS,20,183,5,A,Cold,Smith
KS,20,185,4,A,Mixed-Humid,Stafford
KS,20,187,4,A,Mixed-Humid,Stanton
KS,20,189,4,A,Mixed-Humid,Stevens
KS,20,191,4,A,Mixed-Humid,Sumner
KS,20,193,5,A,Cold,Thomas
KS,20,195,5,A,Cold,Trego
KS,20,197,4,A,Mixed-Humid,Wabaunsee
KS,20,199,5,A,Cold,Wallace
KS,20,201,4,A,Mixed-Humid,Washington
KS,20,203,5,A,Cold,Wichita
KS,20,205,4,A,Mixed-Humid,Wilson
KS,20,207,4,A,Mixed-Humid,Woodson
KS,20,209,4,A,Mixed-Humid,Wyandotte
KY,21,001,4,A,Mixed-Humid,Adair
KY,21,003,4,A,Mixed-Humid,Allen
KY,21,005,4,A,Mixed-Humid,Anderson
KY,21,007,4,A,Mixed-Humid,Ballard
KY,21,009,4,A,Mixed-Humid,Barren
KY,21,011,4,A,Mixed-Humid,Bath
KY,21,013,4,A,Mixed-Humid,Bell
KY,21,015,4,A,Mixed-Humid,Boone
KY,21,017,4,A,Mixed-Humid,Bourbon
KY,21,019,4,A,Mixed-Humid,Boyd
KY,21,021,4,A,Mixed-Humid,Boyle
KY,21,023,4,A,Mixed-Humid,Bracken
KY,21,025,4,A,Mixed-Humid,Breathitt
KY,21,027,4,A,Mixed-Humid,Breckinridge
KY,21,029,4,A,Mixed-Humid,Bullitt
KY,21,031,4,A,Mixed-Humid,Butler
KY,21,033,4,A,Mixed-Humid,Caldwell
KY,21,035,4,A,Mixed-Humid,Calloway
KY,21,037,4,A,Mixed-Humid,Campbell
KY,21,039,4,A,Mixed-Humid,Carlisle
KY,21,041,4,A,Mixed-Humid,Carroll
KY,21,043,4,A,Mixed-Humid,Carter
KY,21,045,4,A,Mixed-Humid,Casey
KY,21,047,4,A,Mixed-Humid,Christian
KY,21,049,4,A,Mixed-Humid,Clark
KY,21,051,4,A,Mixed-Humid,Clay
KY,21,053,4,A,Mixed-Humid,Clinton
KY,21,055,4,A,Mixed-Humid,Crittenden
KY,21,057,4,A,Mixed-Humid,Cumberland
KY,21,059,4,A,Mixed-Humid,Daviess
KY,21,061,4,A,Mixed-Humid,Edmonson
KY,21,063,4,A,Mixed-Humid,Elliott
KY,21,065,4,A,Mixed-Humid,Estill
KY,21,067,4,A,Mixed-Humid,Fayette
KY,21,069,4,A,Mixed-Humid,Fleming
KY,21,071,4,A,Mixed-Humid,Floyd
KY,21,073,4,A,Mixed-Humid,Franklin
KY,21,075,4,A,Mixed-Humid,Fulton
KY,21,077,4,A,Mixed-Humid,Gallatin
KY,21,079,4,A,Mixed-Humid,Garrard
KY,21,081,4,A,Mixed-Humid,Grant
KY,21,083,4,A,Mixed-Humid,Graves
KY,21,085,4,A,Mixed-Humid,Grayson
KY,21,087,4,A,Mixed-Humid,Green
KY,21,089,4,A,Mixed-Humid,Greenup
KY,21,091,4,A,Mixed-Humid,Hancock
KY,21,093,4,A,Mixed-Humid,Hardin
KY,21,095,4,A,Mixed-Humid,Harlan
KY,21,097,4,A,Mixed-Humid,Harrison
KY,21,099,4,A,Mixed-Humid,Hart
KY,21,101,4,A,Mixed-Humid,Henderson
KY,21,103,4,A,Mixed-Humid,Henry
KY,21,105,4,A,Mixed-Humid,Hickman
KY,21,107,4,A,Mixed-Humid,Hopkins
KY,21,109,4,A,Mixed-Humid,Jackson
KY,21,111,4,A,Mixed-Humid,Jefferson
KY,21,113,4,A,Mixed-Humid,Jessamine
KY,21,115,4,A,Mixed-Humid,Johnson
KY,21,117,4,A,Mixed-Humid,Kenton
KY,21,119,4,A,Mixed-Humid,Knott
KY,21,121,4,A,Mixed-Humid,Knox
KY,21,123,4,A,Mixed-Humid,Larue
KY,21,125,4,A,Mixed-Humid,Laurel
KY,21,127,4,A,Mixed-Humid,Lawrence
KY,21,129,4,A,Mixed-Humid,Lee
KY,21,131,4,A,Mixed-Humid,Leslie
KY,21,133,4,A,Mixed-Humid,Letcher
KY,21,135,4,A,Mixed-Humid,Lewis
KY,21,137,4,A,Mixed-Humid,Lincoln
KY,21,139,4,A,Mixed-Humid,Livingston
KY,21,141,4,A,Mixed-Humid,Logan
KY,21,143,4,A,Mixed-Humid,Lyon
KY,21,145,4,A,Mixed-Humid,McCracken
KY,21,147,4,A,Mixed-Humid,McCreary
KY,21,149,4,A,Mixed-Humid,McLean
KY,21,151,4,A,Mixed-Humid,Madison
KY,21,153,4,A,Mixed-Humid,Magoffin
KY,21,155,4,A,Mixed-Humid,Marion
KY,21,157,4,A,Mixed-Humid,Marshall
KY,21,159,4,A,Mixed-Humid,Martin
KY,21,161,4,A,Mixed-Humid,Mason
KY,21,163,4,A,Mixed-Humid,Meade
KY,21,165,4,A,Mixed-Humid,Menifee
KY,21,167,4,A,Mixed-Humid,Mercer
KY,21,169,4,A,Mixed-Humid,Metcalfe
KY,21,171,4,A,Mixed-Humid,Monroe
KY,21,173,4,A,Mixed-Humid,Montgomery
KY,21,175,4,A,Mixed-Humid,Morgan
KY,21,177,4,A,Mixed-Humid,Muhlenberg
KY,21,179,4,A,Mixed-Humid,Nelson
KY,21,181,4,A,Mixed-Humid,Nicholas
KY,21,183,4,A,Mixed-Humid,Ohio
KY,21,185,4,A,Mixed-Humid,Oldham
KY,21,187,4,A,Mixed-Humid,Owen
KY,21,189,4,A,Mixed-Humid,Owsley
KY,21,191,4,A,Mixed-Humid,Pendleton
KY,21,193,4,A,Mixed-Humid,Perry
KY,21,195,4,A,Mixed-Humid,Pike
KY,21,197,4,A,Mixed-Humid,Powell
KY,21,199,4,A,Mixed-Humid,Pulaski
KY,21,201,4,A,Mixed-Humid,Robertson
KY,21,203,4,A,Mixed-Humid,Rockcastle
KY,21,205,4,A,Mixed-Humid,Rowan
KY,21,207,4,A,Mixed-Humid,Russell
KY,21,209,4,A,Mixed-Humid,Scott
KY,21,211,4,A,Mixed-Humid,Shelby
KY,21,213,4,A,Mixed-Humid,Simpson
KY,21,215,4,A,Mixed-Humid,Spencer
KY,21,217,4,A,Mixed-Humid,Taylor
KY,21,219,4,A,Mixed-Humid,Todd
KY,21,221,4,A,Mixed-Humid,Trigg
KY,21,223,4,A,Mixed-Humid,Trimble
KY,21,225,4,A,Mixed-Humid,Union
KY,21,227,4,A,Mixed-Humid,Warren
KY,21,229,4,A,Mixed-Humid,Washington
KY,21,231,4,A,Mixed-Humid,Wayne
KY,21,233,4,A,Mixed-Humid,Webster
KY,21,235,4,A,Mixed-Humid,Whitley
KY,21,237,4,A,Mixed-Humid,Wolfe
KY,21,239,4,A,Mixed-Humid,Woodford
LA,22,001,2,A,Hot-Humid,Acadia
LA,22,003,2,A,Hot-Humid,Allen
LA,22,005,2,A,Hot-Humid,Ascension
LA,22,007,2,A,Hot-Humid,Assumption
LA,22,009,2,A,Hot-Humid,Avoyelles
LA,22,011,2,A,Hot-Humid,Beauregard
LA,22,013,3,A,Hot-Humid,Bienville
LA,22,015,3,A,Hot-Humid,Bossier
LA,22,017,3,A,Hot-Humid,Caddo
LA,22,019,2,A,Hot-Humid,Calcasieu
LA,22,021,3,A,Hot-Humid,Caldwell
LA,22,023,2,A,Hot-Humid,Cameron
LA,22,025,3,A,Hot-Humid,Catahoula
LA,22,027,3,A,Hot-Humid,Claiborne
LA,22,029,3,A,Hot-Humid,Concordia
LA,22,031,3,A,Hot-Humid,De Soto
LA,22,033,2,A,Hot-Humid,East Baton Rouge
LA,22,035,3,A,Mixed-Humid,East Carroll
LA,22,037,2,A,Hot-Humid,East Feliciana
LA,22,039,2,A,Hot-Humid,Evangeline
LA,22,041,3,A,Hot-Humid,Franklin
LA,22,043,3,A,Hot-Humid,Grant
LA,22,045,2,A,Hot-Humid,Iberia
LA,22,047,2,A,Hot-Humid,Iberville
LA,22,049,3,A,Hot-Humid,Jackson
LA,22,051,2,A,Hot-Humid,Jefferson
LA,22,053,2,A,Hot-Humid,Jefferson Davis
LA,22,059,3,A,Hot-Humid,La Salle
LA,22,055,2,A,Hot-Humid,Lafayette
LA,22,057,2,A,Hot-Humid,Lafourche
LA,22,061,3,A,Hot-Humid,Lincoln
LA,22,063,2,A,Hot-Humid,Livingston
LA,22,065,3,A,Hot-Humid,Madison
LA,22,067,3,A,Mixed-Humid,Morehouse
LA,22,069,3,A,Hot-Humid,Natchitoches
LA,22,071,2,A,Hot-Humid,Orleans
LA,22,073,3,A,Hot-Humid,Ouachita
LA,22,075,2,A,Hot-Humid,Plaquemines
LA,22,077,2,A,Hot-Humid,Pointe Coupee
LA,22,079,2,A,Hot-Humid,Rapides
LA,22,081,3,A,Hot-Humid,Red River
LA,22,083,3,A,Hot-Humid,Richland
LA,22,085,3,A,Hot-Humid,Sabine
LA,22,087,2,A,Hot-Humid,St. Bernard
LA,22,089,2,A,Hot-Humid,St. Charles
LA,22,091,2,A,Hot-Humid,St. Helena
LA,22,093,2,A,Hot-Humid,St. James
LA,22,095,2,A,Hot-Humid,St. John the Baptist
LA,22,097,2,A,Hot-Humid,St. Landry
LA,22,099,2,A,Hot-Humid,St. Martin
LA,22,101,2,A,Hot-Humid,St. Mary
LA,22,103,2,A,Hot-Humid,St. Tammany
LA,22,105,2,A,Hot-Humid,Tangipahoa
LA,22,107,3,A,Hot-Humid,Tensas
LA,22,109,2,A,Hot-Humid,Terrebonne
LA,22,111,3,A,Hot-Humid,Union
LA,22,113,2,A,Hot-Humid,Vermilion
LA,22,115,3,A,Hot-Humid,Vernon
LA,22,117,2,A,Hot-Humid,Washington
LA,22,119,3,A,Hot-Humid,Webster
LA,22,121,2,A,Hot-Humid,West Baton Rouge
LA,22,123,3,A,Mixed-Humid,West Carroll
LA,22,125,2,A,Hot-Humid,West Feliciana
LA,22,127,3,A,Hot-Humid,Winn
MA,25,001,5,A,Cold,Barnstable
MA,25,003,5,A,Cold,Berkshire
MA,25,005,5,A,Cold,Bristol
MA,25,007,5,A,Cold,Dukes
MA,25,009,5,A,Cold,Essex
MA,25,011,5,A,Cold,Franklin
MA,25,013,5,A,Cold,Hampden
MA,25,015,5,A,Cold,Hampshire
MA,25,017,5,A,Cold,Middlesex
MA,25,019,5,A,Cold,Nantucket
MA,25,021,5,A,Cold,Norfolk
MA,25,023,5,A,Cold,Plymouth
MA,25,025,5,A,Cold,Suffolk
MA,25,027,5,A,Cold,Worcester
MD,24,001,4,A,Mixed-Humid,Allegany
